ridership_route_code,current_garage,year_month,day_type,on_time_percent,avg_riders,day_count,daily_trip_dist,daily_trip_count,year,month,current_garage_code,day_type_code
086,East Liberty,201904,SUN.,0.6811,1555,4,565.824,64,2019,04,1,1
087,East Liberty,201904,WEEKDAY,0.716,2822,22,797.972,102,2019,04,1,2
087,East Liberty,201904,SAT.,0.7153,777,4,358.064,46,2019,04,1,0
087,East Liberty,201904,SUN.,0.7404,284,4,155.68,20,2019,04,1,1
088,East Liberty,201904,WEEKDAY,0.5995,3046,22,655.493,112,2019,04,1,2
088,East Liberty,201904,SAT.,0.6592,1848,4,487.347,84,2019,04,1,0
088,East Liberty,201904,SUN.,0.6476,1072,4,436.064,74,2019,04,1,1
089,East Liberty,201904,WEEKDAY,0.5981,364,22,157.136,46,2019,04,1,2
089,East Liberty,201904,SAT.,0.7846,261,4,150.304,44,2019,04,1,0
089,East Liberty,201904,SUN.,0.8213,161,4,116.144,34,2019,04,1,1
091,Ross,201904,WEEKDAY,0.7142,4558,22,1523.452,145,2019,04,3,2
091,Ross,201904,SAT.,0.6863,2392,4,912.045,87,2019,04,3,0
091,Ross,201904,SUN.,0.7157,1099,4,555.314,53,2019,04,3,1
093,West Mifflin,201904,WEEKDAY,0.7363,2232,22,704.748,66,2019,04,4,2
G2,Collier,201904,WEEKDAY,0.5566,3944,22,1416.779,182,2019,04,0,2
G2,Collier,201904,SAT.,0.8465,1129,4,498.208,64,2019,04,0,0
G2,Collier,201904,SUN.,0.8473,742,4,498.208,64,2019,04,0,1
G3,Collier,201904,WEEKDAY,0.7103,986,22,825.283,44,2019,04,0,2
G31,Collier,201904,WEEKDAY,0.6836,725,22,322.244,26,2019,04,0,2
O1,Ross,201904,WEEKDAY,0.6266,1263,22,283.231,42,2019,04,3,2
O12,Ross,201904,WEEKDAY,0.5531,1440,22,650.357,53,2019,04,3,2
O5,Ross,201904,WEEKDAY,0.5062,128,22,98.7,6,2019,04,3,2
P1,East Liberty,201904,WEEKDAY,0.7852,10422,22,2408.582,260,2019,04,1,2
P1,East Liberty,201904,SAT.,0.7808,5398,4,1095.736,116,2019,04,1,0
P1,East Liberty,201904,SUN.,0.7304,3175,4,850.14,90,2019,04,1,1
P10,East Liberty,201904,WEEKDAY,0.6404,708,22,556.767,18,2019,04,1,2
P12,East Liberty,201904,WEEKDAY,0.6357,1224,22,831.453,38,2019,04,1,2
P13,Ross,201904,WEEKDAY,0.6231,335,22,200.067,14,2019,04,3,2
P16,East Liberty,201904,WEEKDAY,0.6553,849,22,552.541,28,2019,04,1,2
P17,East Liberty,201904,WEEKDAY,0.7476,385,22,156.527,14,2019,04,1,2
P2,East Liberty,201904,WEEKDAY,0.669,1612,22,307.929,42,2019,04,1,2
P3,West Mifflin,201904,WEEKDAY,0.8245,3052,22,941.992,113,2019,04,4,2
P67,East Liberty,201904,WEEKDAY,0.6979,533,22,266.737,19,2019,04,1,2
P68,East Liberty,201904,WEEKDAY,0.686,1409,22,767.095,49,2019,04,1,2
P69,East Liberty,201904,WEEKDAY,0.5915,255,22,151.992,12,2019,04,1,2
P7,West Mifflin,201904,WEEKDAY,0.6211,683,22,492.696,29,2019,04,4,2
P71,East Liberty,201904,WEEKDAY,0.6875,649,22,258.584,27,2019,04,1,2
P76,West Mifflin,201904,WEEKDAY,0.5663,1052,22,539.673,34,2019,04,4,2
P78,East Liberty,201904,WEEKDAY,0.5579,1535,22,815.787,50,2019,04,1,2
Y1,West Mifflin,201904,WEEKDAY,0.6903,768,22,274.628,29,2019,04,4,2
Y45,West Mifflin,201904,WEEKDAY,0.7126,301,22,149.958,18,2019,04,4,2
Y46,West Mifflin,201904,WEEKDAY,0.6957,1768,22,1248.385,66,2019,04,4,2
Y46,West Mifflin,201904,SAT.,0.7204,847,4,664.76,34,2019,04,4,0
Y46,West Mifflin,201904,SUN.,0.636,642,4,624.849,32,2019,04,4,1
Y47,West Mifflin,201904,WEEKDAY,0.6698,1112,22,658.008,48,2019,04,4,2
Y47,West Mifflin,201904,SAT.,0.6918,622,4,438.672,32,2019,04,4,0
Y49,West Mifflin,201904,WEEKDAY,0.6865,1341,22,650.616,48,2019,04,4,2
Y49,West Mifflin,201904,SAT.,0.6634,732,4,433.744,32,2019,04,4,0
Y49,West Mifflin,201904,SUN.,0.7048,380,4,298.199,22,2019,04,4,1
001,Ross,201905,WEEKDAY,0.5965,1767,22,1176.768,48,2019,05,3,2
001,Ross,201905,SAT.,0.4468,1430,4,735.648,30,2019,05,3,0
001,Ross,201905,SUN.,0.615,998,5,637.472,26,2019,05,3,1
002,Ross,201905,WEEKDAY,0.5602,1042,22,990.261,53,2019,05,3,2
004,Ross,201905,WEEKDAY,0.6965,711,22,350.842,46,2019,05,3,2
004,Ross,201905,SAT.,0.5688,280,4,198.302,26,2019,05,3,0
006,Ross,201905,WEEKDAY,0.7652,1252,22,309.104,63,2019,05,3,2
006,Ross,201905,SAT.,0.5271,578,4,157.024,32,2019,05,3,0
006,Ross,201905,SUN.,0.8019,502,5,157.024,32,2019,05,3,1
007,Ross,201905,WEEKDAY,0.6322,151,22,67.488,12,2019,05,3,2
008,Ross,201905,WEEKDAY,0.5438,3346,22,1152.833,142,2019,05,3,2
008,Ross,201905,SAT.,0.6008,1694,4,586.258,72,2019,05,3,0
008,Ross,201905,SUN.,0.6747,1052,5,373.799,46,2019,05,3,1
011,Ross,201905,WEEKDAY,0.7645,590,22,194.125,50,2019,05,3,2
011,Ross,201905,SAT.,0.3249,261,4,100.945,26,2019,05,3,0
011,Ross,201905,SUN.,0.6613,161,5,69.885,18,2019,05,3,1
012,Ross,201905,WEEKDAY,0.5684,1222,22,761.006,45,2019,05,3,2
012,Ross,201905,SAT.,0.6427,1441,4,887.549,52,2019,05,3,0
012,Ross,201905,SUN.,0.651,885,5,774.277,45,2019,05,3,1
013,Ross,201905,WEEKDAY,0.628,2215,22,810.344,84,2019,05,3,2
013,Ross,201905,SAT.,0.6238,1453,4,712.494,74,2019,05,3,0
013,Ross,201905,SUN.,0.6917,761,5,405.302,42,2019,05,3,1
014,Ross,201905,WEEKDAY,0.7045,1448,22,1232.52,74,2019,05,3,2
014,Ross,201905,SAT.,0.8352,680,4,566.066,34,2019,05,3,0
014,Ross,201905,SUN.,0.8023,451,5,499.47,30,2019,05,3,1
015,Ross,201905,WEEKDAY,0.7038,1171,22,331.892,59,2019,05,3,2
015,Ross,201905,SAT.,0.7603,862,4,281.325,50,2019,05,3,0
015,Ross,201905,SUN.,0.6794,512,5,180.048,32,2019,05,3,1
016,Ross,201905,WEEKDAY,0.6416,3933,22,969.405,139,2019,05,3,2
016,Ross,201905,SAT.,0.6071,2376,4,641.654,92,2019,05,3,0
016,Ross,201905,SUN.,0.694,1511,5,502.164,72,2019,05,3,1
017,Ross,201905,WEEKDAY,0.6391,1346,22,601.128,66,2019,05,3,2
017,Ross,201905,SAT.,0.6732,654,4,400.752,44,2019,05,3,0
017,Ross,201905,SUN.,0.6996,608,5,400.752,44,2019,05,3,1
018,Ross,201905,WEEKDAY,0.7982,98,22,69.375,23,2019,05,3,2
019L,Ross,201905,WEEKDAY,0.6732,684,22,192.548,21,2019,05,3,2
020,Collier,201905,WEEKDAY,0.7336,725,22,707.756,46,2019,05,0,2
021,Collier,201905,WEEKDAY,0.6518,1377,22,978.623,61,2019,05,0,2
021,Collier,201905,SAT.,0.5542,751,4,616.919,38,2019,05,0,0
021,Collier,201905,SUN.,0.6876,556,5,616.919,38,2019,05,0,1
022,Collier,201905,WEEKDAY,0.7139,960,22,438.925,50,2019,05,0,2
022,Collier,201905,SAT.,0.7123,492,4,228.241,26,2019,05,0,0
024,Collier,201905,WEEKDAY,0.6442,1760,22,748.645,58,2019,05,0,2
024,Collier,201905,SAT.,0.6823,1459,4,657.382,44,2019,05,0,0
024,Collier,201905,SUN.,0.7237,966,5,567.739,38,2019,05,0,1
026,Collier,201905,WEEKDAY,0.7571,1013,22,495.137,70,2019,05,0,2
026,Collier,201905,SAT.,0.7409,601,4,254.451,36,2019,05,0,0
026,Collier,201905,SUN.,0.7332,342,5,198.038,28,2019,05,0,1
027,Collier,201905,WEEKDAY,0.7376,1161,22,541.132,66,2019,05,0,2
027,Collier,201905,SAT.,0.8098,736,4,278.144,34,2019,05,0,0
027,Collier,201905,SUN.,0.6983,498,5,262.526,32,2019,05,0,1
028X,East Liberty,201905,WEEKDAY,0.6342,2046,22,2221.317,80,2019,05,1,2
028X,East Liberty,201905,SAT.,0.6118,1884,4,2223.969,80,2019,05,1,0
028X,East Liberty,201905,SUN.,0.7117,1572,5,2225.394,80,2019,05,1,1
029,Collier,201905,WEEKDAY,0.575,1007,22,795.564,44,2019,05,0,2
031,Collier,201905,WEEKDAY,0.6395,1790,22,840.106,68,2019,05,0,2
031,Collier,201905,SAT.,0.6343,969,4,420.053,34,2019,05,0,0
031,Collier,201905,SUN.,0.6652,675,5,395.344,32,2019,05,0,1
036,Collier,201905,WEEKDAY,0.6826,770,22,427.476,42,2019,05,0,2
038,Collier,201905,WEEKDAY,0.6376,3267,22,1244.108,123,2019,05,0,2
038,Collier,201905,SAT.,0.633,396,4,269.22,28,2019,05,0,0
038,Collier,201905,SUN.,0.7806,194,5,230.76,24,2019,05,0,1
039,Collier,201905,WEEKDAY,0.7619,1690,22,563.418,94,2019,05,0,2
039,Collier,201905,SAT.,0.834,297,4,156.46,25,2019,05,0,0
040,Collier,201905,WEEKDAY,0.7454,637,22,272.544,48,2019,05,0,2
040,Collier,201905,SAT.,0.8164,236,4,158.984,28,2019,05,0,0
040,Collier,201905,SUN.,0.7326,161,5,147.628,26,2019,05,0,1
041,Collier,201905,WEEKDAY,0.7006,1708,22,854.424,72,2019,05,0,2
041,Collier,201905,SAT.,0.7301,570,4,427.212,36,2019,05,0,0
041,Collier,201905,SUN.,0.6744,377,5,284.808,24,2019,05,0,1
043,Collier,201905,WEEKDAY,0.777,686,22,224.642,44,2019,05,0,2
043,Collier,201905,SAT.,0.7094,349,4,183.798,36,2019,05,0,0
043,Collier,201905,SUN.,0.6094,248,5,163.376,32,2019,05,0,1
044,Collier,201905,WEEKDAY,0.7493,1026,22,743.136,64,2019,05,0,2
044,Collier,201905,SAT.,0.6719,338,4,170.52,28,2019,05,0,0
044,Collier,201905,SUN.,0.7926,237,5,170.52,28,2019,05,0,1
048,Collier,201905,WEEKDAY,0.6535,3109,22,538.56,88,2019,05,0,2
048,Collier,201905,SAT.,0.6792,2046,4,452.88,74,2019,05,0,0
048,Collier,201905,SUN.,0.6932,1179,5,269.28,44,2019,05,0,1
051,West Mifflin,201905,WEEKDAY,0.6148,8305,22,1999.644,206,2019,05,4,2
051,West Mifflin,201905,SAT.,0.6066,5631,4,1701.586,122,2019,05,4,0
051,West Mifflin,201905,SUN.,0.5633,3667,5,1153.806,82,2019,05,4,1
051L,West Mifflin,201905,WEEKDAY,0.629,746,22,122.271,26,2019,05,4,2
052L,West Mifflin,201905,WEEKDAY,0.7959,450,22,218.64,20,2019,05,4,2
053,West Mifflin,201905,SAT.,0.6814,395,4,307.275,34,2019,05,4,0
053L,West Mifflin,201905,WEEKDAY,0.6358,1497,22,924.618,55,2019,05,4,2
054,Ross,201905,WEEKDAY,0.7173,3715,22,1340.536,114,2019,05,3,2
054,Ross,201905,SAT.,0.6986,2040,4,950.064,81,2019,05,3,0
054,Ross,201905,SUN.,0.7145,1056,5,516.318,44,2019,05,3,1
055,West Mifflin,201905,WEEKDAY,0.7364,1095,22,1028.25,36,2019,05,4,2
055,West Mifflin,201905,SAT.,0.6645,813,4,1028.25,36,2019,05,4,0
055,West Mifflin,201905,SUN.,0.7169,630,5,971.125,34,2019,05,4,1
056,West Mifflin,201905,WEEKDAY,0.6044,1765,22,931.133,60,2019,05,4,2
056,West Mifflin,201905,SAT.,0.6726,986,4,540.481,34,2019,05,4,0
056,West Mifflin,201905,SUN.,0.8258,756,5,508.688,32,2019,05,4,1
057,West Mifflin,201905,WEEKDAY,0.6279,1268,22,571.02,62,2019,05,4,2
057,West Mifflin,201905,SAT.,0.5708,940,4,349.98,38,2019,05,4,0
057,West Mifflin,201905,SUN.,0.7383,669,5,331.56,36,2019,05,4,1
058,East Liberty,201905,WEEKDAY,0.7117,1040,22,497.692,52,2019,05,1,2
058,East Liberty,201905,SAT.,0.7839,224,4,229.704,24,2019,05,1,0
058,East Liberty,201905,SUN.,0.832,126,5,172.278,18,2019,05,1,1
059,West Mifflin,201905,WEEKDAY,0.6815,2118,22,1352.135,38,2019,05,4,2
059,West Mifflin,201905,SAT.,0.6576,2081,4,1280.97,36,2019,05,4,0
059,West Mifflin,201905,SUN.,0.6296,1345,5,996.31,28,2019,05,4,1
060,West Mifflin,201905,WEEKDAY,0.7665,608,22,170.292,30,2019,05,4,2
061A,West Mifflin,201905,WEEKDAY,0.6145,4800,22,1362.393,110,2019,05,4,2
061A,West Mifflin,201905,SAT.,0.7254,3101,4,1090.66,88,2019,05,4,0
061A,West Mifflin,201905,SUN.,0.7659,2090,5,795.938,64,2019,05,4,1
061B,West Mifflin,201905,WEEKDAY,0.6257,4203,22,1157.172,114,2019,05,4,2
061B,West Mifflin,201905,SAT.,0.7238,2751,4,988.793,98,2019,05,4,0
061B,West Mifflin,201905,SUN.,0.6858,1762,5,673.542,66,2019,05,4,1
061C,West Mifflin,201905,WEEKDAY,0.5833,6138,22,1712.394,114,2019,05,4,2
061C,West Mifflin,201905,SAT.,0.5636,4624,4,1411.974,94,2019,05,4,0
061C,West Mifflin,201905,SUN.,0.5929,3366,5,991.386,66,2019,05,4,1
061D,West Mifflin,201905,WEEKDAY,0.6583,5306,22,1265.065,135,2019,05,4,2
061D,West Mifflin,201905,SAT.,0.6763,3174,4,912.824,92,2019,05,4,0
061D,West Mifflin,201905,SUN.,0.6888,1971,5,575.476,58,2019,05,4,1
064,East Liberty/West Mifflin,201905,WEEKDAY,0.6799,1983,22,378.62,40,2019,05,2,2
064,East Liberty/West Mifflin,201905,SAT.,0.634,1857,4,350.2235,37,2019,05,2,0
064,East Liberty/West Mifflin,201905,SUN.,0.6946,1037,5,217.7065,23,2019,05,2,1
065,West Mifflin,201905,WEEKDAY,0.5958,503,22,130.551,23,2019,05,4,2
067,East Liberty,201905,WEEKDAY,0.6381,2079,22,1015.077,59,2019,05,1,2
067,East Liberty,201905,SAT.,0.6816,948,4,467.665,39,2019,05,1,0
067,East Liberty,201905,SUN.,0.7746,463,5,298.186,22,2019,05,1,1
068,East Liberty,201905,SAT.,0.6596,494,4,242.31,20,2019,05,1,0
068,East Liberty,201905,SUN.,0.7958,250,5,169.617,14,2019,05,1,1
069,East Liberty,201905,WEEKDAY,0.5992,1647,22,935.473,49,2019,05,1,2
069,East Liberty,201905,SAT.,0.5724,353,4,281.963,22,2019,05,1,0
069,East Liberty,201905,SUN.,0.7122,270,5,256.33,20,2019,05,1,1
071,East Liberty,201905,WEEKDAY,0.585,85,22,91.539,14,2019,05,1,2
071A,East Liberty,201905,WEEKDAY,0.6661,5138,22,905.792,136,2019,05,1,2
071A,East Liberty,201905,SAT.,0.7088,2262,4,559.356,84,2019,05,1,0
071A,East Liberty,201905,SUN.,0.8306,1635,5,386.222,58,2019,05,1,1
071B,East Liberty,201905,WEEKDAY,0.653,4647,22,903.308,131,2019,05,1,2
071B,East Liberty,201905,SAT.,0.7497,1918,4,512.962,76,2019,05,1,0
071B,East Liberty,201905,SUN.,0.7623,1226,5,364.473,54,2019,05,1,1
071C,East Liberty,201905,WEEKDAY,0.601,5226,22,1078.663,122,2019,05,1,2
071C,East Liberty,201905,SAT.,0.5885,2681,4,636.588,72,2019,05,1,0
071C,East Liberty,201905,SUN.,0.7371,1960,5,477.441,54,2019,05,1,1
071D,East Liberty,201905,WEEKDAY,0.6894,4074,22,1079.382,131,2019,05,1,2
071D,East Liberty,201905,SAT.,0.7373,1795,4,642.447,78,2019,05,1,0
071D,East Liberty,201905,SUN.,0.7582,1208,5,477.717,58,2019,05,1,1
074,East Liberty,201905,WEEKDAY,0.5978,1043,22,544.055,55,2019,05,1,2
074,East Liberty,201905,SAT.,0.5989,553,4,401.94,44,2019,05,1,0
075,East Liberty,201905,WEEKDAY,0.6454,3186,22,1020.5,94,2019,05,1,2
075,East Liberty,201905,SAT.,0.6152,1648,4,617.23,56,2019,05,1,0
075,East Liberty,201905,SUN.,0.6417,1214,5,528.666,48,2019,05,1,1
077,East Liberty,201905,WEEKDAY,0.5491,2437,22,1254.124,67,2019,05,1,2
077,East Liberty,201905,SAT.,0.4937,1208,4,491.396,43,2019,05,1,0
077,East Liberty,201905,SUN.,0.5295,732,5,404.024,34,2019,05,1,1
079,East Liberty,201905,WEEKDAY,0.6573,998,22,511.479,78,2019,05,1,2
079,East Liberty,201905,SAT.,0.6291,794,4,428.561,63,2019,05,1,0
079,East Liberty,201905,SUN.,0.6196,501,5,311.564,35,2019,05,1,1
081,West Mifflin,201905,WEEKDAY,0.699,1655,22,398.912,64,2019,05,4,2
081,West Mifflin,201905,SAT.,0.7007,952,4,299.184,48,2019,05,4,0
081,West Mifflin,201905,SUN.,0.74,586,5,211.922,34,2019,05,4,1
082,East Liberty,201905,WEEKDAY,0.593,4241,22,759.728,104,2019,05,1,2
082,East Liberty,201905,SAT.,0.5734,2832,4,584.24,80,2019,05,1,0
082,East Liberty,201905,SUN.,0.6221,2058,5,554.902,76,2019,05,1,1
083,West Mifflin,201905,WEEKDAY,0.6925,2521,22,471.438,66,2019,05,4,2
083,West Mifflin,201905,SAT.,0.6805,1562,4,414.294,58,2019,05,4,0
083,West Mifflin,201905,SUN.,0.7231,898,5,257.148,36,2019,05,4,1
086,East Liberty,201905,WEEKDAY,0.5679,2984,22,760.326,86,2019,05,1,2
086,East Liberty,201905,SAT.,0.5308,2789,4,795.69,90,2019,05,1,0
086,East Liberty,201905,SUN.,0.6757,1676,5,565.824,64,2019,05,1,1
087,East Liberty,201905,WEEKDAY,0.5824,2746,22,797.972,102,2019,05,1,2
087,East Liberty,201905,SAT.,0.5657,754,4,358.064,46,2019,05,1,0
087,East Liberty,201905,SUN.,0.5079,262,5,155.68,20,2019,05,1,1
088,East Liberty,201905,WEEKDAY,0.5541,3115,22,655.493,112,2019,05,1,2
088,East Liberty,201905,SAT.,0.6384,1836,4,487.347,84,2019,05,1,0
088,East Liberty,201905,SUN.,0.6193,1188,5,436.064,74,2019,05,1,1
089,East Liberty,201905,WEEKDAY,0.558,407,22,157.136,46,2019,05,1,2
089,East Liberty,201905,SAT.,0.7526,296,4,150.304,44,2019,05,1,0
089,East Liberty,201905,SUN.,0.8396,148,5,116.144,34,2019,05,1,1
091,Ross,201905,WEEKDAY,0.6425,4558,22,1523.452,145,2019,05,3,2
091,Ross,201905,SAT.,0.641,2378,4,912.045,87,2019,05,3,0
091,Ross,201905,SUN.,0.6042,1171,5,555.314,53,2019,05,3,1
093,West Mifflin,201905,WEEKDAY,0.6973,1929,22,704.748,66,2019,05,4,2
G2,Collier,201905,WEEKDAY,0.5165,3975,22,1416.779,182,2019,05,0,2
G2,Collier,201905,SAT.,0.8047,1164,4,498.208,64,2019,05,0,0
G2,Collier,201905,SUN.,0.8728,804,5,498.208,64,2019,05,0,1
G3,Collier,201905,WEEKDAY,0.6886,1012,22,825.283,44,2019,05,0,2
G31,Collier,201905,WEEKDAY,0.6918,730,22,322.244,26,2019,05,0,2
O1,Ross,201905,WEEKDAY,0.5742,1219,22,283.231,42,2019,05,3,2
O12,Ross,201905,WEEKDAY,0.5064,1483,22,650.357,53,2019,05,3,2
O5,Ross,201905,WEEKDAY,0.5053,121,22,98.7,6,2019,05,3,2
P1,East Liberty,201905,WEEKDAY,0.5813,10742,22,2408.582,260,2019,05,1,2
P1,East Liberty,201905,SAT.,0.631,5530,4,1095.736,116,2019,05,1,0
P1,East Liberty,201905,SUN.,0.5758,3797,5,850.14,90,2019,05,1,1
P10,East Liberty,201905,WEEKDAY,0.5844,739,22,556.767,18,2019,05,1,2
P12,East Liberty,201905,WEEKDAY,0.5913,1249,22,831.453,38,2019,05,1,2
P13,Ross,201905,WEEKDAY,0.599,349,22,200.067,14,2019,05,3,2
P16,East Liberty,201905,WEEKDAY,0.599,848,22,552.541,28,2019,05,1,2
P17,East Liberty,201905,WEEKDAY,0.7052,409,22,156.527,14,2019,05,1,2
P2,East Liberty,201905,WEEKDAY,0.4755,1691,22,307.929,42,2019,05,1,2
P3,West Mifflin,201905,WEEKDAY,0.8092,2769,22,941.992,113,2019,05,4,2
P67,East Liberty,201905,WEEKDAY,0.6823,545,22,266.737,19,2019,05,1,2
P68,East Liberty,201905,WEEKDAY,0.5178,1489,22,767.095,49,2019,05,1,2
P69,East Liberty,201905,WEEKDAY,0.5099,253,22,151.992,12,2019,05,1,2
P7,West Mifflin,201905,WEEKDAY,0.5536,704,22,492.696,29,2019,05,4,2
P71,East Liberty,201905,WEEKDAY,0.5356,594,22,258.584,27,2019,05,1,2
P76,West Mifflin,201905,WEEKDAY,0.5161,1008,22,539.673,34,2019,05,4,2
P78,East Liberty,201905,WEEKDAY,0.5263,1473,22,815.787,50,2019,05,1,2
Y1,West Mifflin,201905,WEEKDAY,0.6756,786,22,274.628,29,2019,05,4,2
Y45,West Mifflin,201905,WEEKDAY,0.7258,282,22,149.958,18,2019,05,4,2
Y46,West Mifflin,201905,WEEKDAY,0.6919,1784,22,1248.385,66,2019,05,4,2
Y46,West Mifflin,201905,SAT.,0.6957,848,4,664.76,34,2019,05,4,0
Y46,West Mifflin,201905,SUN.,0.7094,670,5,624.849,32,2019,05,4,1
Y47,West Mifflin,201905,WEEKDAY,0.6739,1135,22,658.008,48,2019,05,4,2
Y47,West Mifflin,201905,SAT.,0.7027,624,4,438.672,32,2019,05,4,0
Y49,West Mifflin,201905,WEEKDAY,0.6597,1331,22,650.616,48,2019,05,4,2
Y49,West Mifflin,201905,SAT.,0.637,743,4,433.744,32,2019,05,4,0
Y49,West Mifflin,201905,SUN.,0.6987,425,5,298.199,22,2019,05,4,1
001,Ross,201906,WEEKDAY,0.5686,1803,20,1176.768,48,2019,06,3,2
001,Ross,201906,WEEKDAY,0.5686,1803,20,1176.768,48,2019,06,3,2
001,Ross,201906,SAT.,0.4934,1404,5,735.648,30,2019,06,3,0
001,Ross,201906,SAT.,0.4934,1404,5,735.648,30,2019,06,3,0
001,Ross,201906,SUN.,0.5053,1040,5,637.472,26,2019,06,3,1
001,Ross,201906,SUN.,0.5053,1040,5,637.472,26,2019,06,3,1
002,Ross,201906,WEEKDAY,0.5818,1009,20,990.261,53,2019,06,3,2
002,Ross,201906,WEEKDAY,0.5818,1009,20,995.59,53,2019,06,3,2
004,Ross,201906,WEEKDAY,0.6785,662,20,350.842,46,2019,06,3,2
004,Ross,201906,WEEKDAY,0.6785,662,20,350.842,46,2019,06,3,2
004,Ross,201906,SAT.,0.6087,246,5,198.302,26,2019,06,3,0
004,Ross,201906,SAT.,0.6087,246,5,198.302,26,2019,06,3,0
006,Ross,201906,WEEKDAY,0.7549,1172,20,309.104,63,2019,06,3,2
006,Ross,201906,WEEKDAY,0.7549,1172,20,309.104,63,2019,06,3,2
006,Ross,201906,SAT.,0.5752,598,5,157.024,32,2019,06,3,0
006,Ross,201906,SAT.,0.5752,598,5,157.024,32,2019,06,3,0
006,Ross,201906,SUN.,0.7378,486,5,157.024,32,2019,06,3,1
006,Ross,201906,SUN.,0.7378,486,5,157.024,32,2019,06,3,1
007,Ross,201906,WEEKDAY,0.7006,149,20,67.488,12,2019,06,3,2
007,Ross,201906,WEEKDAY,0.7006,149,20,67.488,12,2019,06,3,2
008,Ross,201906,WEEKDAY,0.6812,3128,20,1152.833,142,2019,06,3,2
008,Ross,201906,WEEKDAY,0.6812,3128,20,1153.223,142,2019,06,3,2
008,Ross,201906,SAT.,0.6104,1662,5,586.258,72,2019,06,3,0
008,Ross,201906,SAT.,0.6104,1662,5,586.258,72,2019,06,3,0
008,Ross,201906,SUN.,0.6271,1084,5,373.799,46,2019,06,3,1
008,Ross,201906,SUN.,0.6271,1084,5,373.669,46,2019,06,3,1
011,Ross,201906,WEEKDAY,0.7156,554,20,194.125,50,2019,06,3,2
011,Ross,201906,WEEKDAY,0.7156,554,20,194.125,50,2019,06,3,2
011,Ross,201906,SAT.,0.4893,231,5,100.945,26,2019,06,3,0
011,Ross,201906,SAT.,0.4893,231,5,100.945,26,2019,06,3,0
011,Ross,201906,SUN.,0.4506,184,5,69.885,18,2019,06,3,1
011,Ross,201906,SUN.,0.4506,184,5,69.885,18,2019,06,3,1
012,Ross,201906,WEEKDAY,0.5832,1219,20,761.006,45,2019,06,3,2
012,Ross,201906,WEEKDAY,0.5832,1219,20,767.643,45,2019,06,3,2
012,Ross,201906,SAT.,0.6375,1318,5,887.549,52,2019,06,3,0
012,Ross,201906,SAT.,0.6375,1318,5,892.865,52,2019,06,3,0
012,Ross,201906,SUN.,0.616,799,5,774.277,45,2019,06,3,1
012,Ross,201906,SUN.,0.616,799,5,775.598,45,2019,06,3,1
013,Ross,201906,WEEKDAY,0.6065,2126,20,810.344,84,2019,06,3,2
013,Ross,201906,WEEKDAY,0.6065,2126,20,810.344,84,2019,06,3,2
013,Ross,201906,SAT.,0.5882,1379,5,712.494,74,2019,06,3,0
013,Ross,201906,SAT.,0.5882,1379,5,712.364,74,2019,06,3,0
013,Ross,201906,SUN.,0.6455,762,5,405.302,42,2019,06,3,1
013,Ross,201906,SUN.,0.6455,762,5,405.432,42,2019,06,3,1
014,Ross,201906,WEEKDAY,0.6819,1464,20,1232.52,74,2019,06,3,2
014,Ross,201906,WEEKDAY,0.6819,1464,20,1232.52,74,2019,06,3,2
014,Ross,201906,SAT.,0.8115,710,5,566.066,34,2019,06,3,0
014,Ross,201906,SAT.,0.8115,710,5,566.066,34,2019,06,3,0
014,Ross,201906,SUN.,0.7846,435,5,499.47,30,2019,06,3,1
014,Ross,201906,SUN.,0.7846,435,5,499.47,30,2019,06,3,1
015,Ross,201906,WEEKDAY,0.6928,1053,20,331.892,59,2019,06,3,2
015,Ross,201906,WEEKDAY,0.6928,1053,20,331.892,59,2019,06,3,2
015,Ross,201906,SAT.,0.6493,846,5,281.325,50,2019,06,3,0
015,Ross,201906,SAT.,0.6493,846,5,281.325,50,2019,06,3,0
015,Ross,201906,SUN.,0.6254,529,5,180.048,32,2019,06,3,1
015,Ross,201906,SUN.,0.6254,529,5,180.048,32,2019,06,3,1
016,Ross,201906,WEEKDAY,0.6545,3729,20,969.405,139,2019,06,3,2
016,Ross,201906,WEEKDAY,0.6545,3729,20,969.405,139,2019,06,3,2
016,Ross,201906,SAT.,0.6082,2225,5,641.654,92,2019,06,3,0
016,Ross,201906,SAT.,0.6082,2225,5,641.654,92,2019,06,3,0
016,Ross,201906,SUN.,0.6411,1420,5,502.164,72,2019,06,3,1
016,Ross,201906,SUN.,0.6411,1420,5,502.164,72,2019,06,3,1
017,Ross,201906,WEEKDAY,0.6138,1231,20,601.128,66,2019,06,3,2
017,Ross,201906,WEEKDAY,0.6138,1231,20,601.128,66,2019,06,3,2
017,Ross,201906,SAT.,0.6302,669,5,400.752,44,2019,06,3,0
017,Ross,201906,SAT.,0.6302,669,5,400.752,44,2019,06,3,0
017,Ross,201906,SUN.,0.5968,498,5,400.752,44,2019,06,3,1
017,Ross,201906,SUN.,0.5968,498,5,400.752,44,2019,06,3,1
018,Ross,201906,WEEKDAY,0.7371,120,20,69.375,23,2019,06,3,2
018,Ross,201906,WEEKDAY,0.7371,120,20,69.375,23,2019,06,3,2
019L,Ross,201906,WEEKDAY,0.6629,703,20,192.548,21,2019,06,3,2
019L,Ross,201906,WEEKDAY,0.6629,703,20,192.548,21,2019,06,3,2
020,Collier,201906,WEEKDAY,0.7081,723,20,707.756,46,2019,06,0,2
